time start,tme end,time duration,source addr,dest addr,source port,dest port,prot,flag,,,#pkts,#byte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,time recvd,Application,Sub/App,
ts,te,td,sa,da,sp,dp,pr,flg,fwd,stos,ipkt,ibyt,opkt,obyt,in,out,sas,das,smk,dmk,dtos,dir,nh,nhb,svln,dvln,ismc,odmc,idmc,osmc,mpls1,mpls2,mpls3,mpls4,mpls5,mpls6,mpls7,mpls8,mpls9,mpls10,cl,sl,al,ra,eng,exid,tr,,,
16/10/2022 21:33,16/10/2022 21:33,0.15,10.0.2.15,151.101.1.140,54808,443,TCP,...APRSF,0,0,10,1212,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,Twitter,Edge/CDN,
16/10/2022 21:33,16/10/2022 21:33,0.15,151.101.1.140,10.0.2.15,443,54808,TCP,...AP.S.,0,0,9,4670,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,Twitter,Edge/CDN,
16/10/2022 21:33,16/10/2022 21:33,0.139,10.0.2.15,151.101.193.140,60850,443,TCP,...APRSF,0,0,10,1212,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,Twitter,Edge/CDN,
16/10/2022 21:33,16/10/2022 21:33,0.139,151.101.193.140,10.0.2.15,443,60850,TCP,...AP.S.,0,0,9,4670,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,Twitter,Edge/CDN,
16/10/2022 21:33,16/10/2022 21:33,0.168,10.0.2.15,151.101.65.140,35910,443,TCP,...APRSF,0,0,11,1252,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,Twitter,Edge/CDN,
16/10/2022 21:33,16/10/2022 21:33,0.168,151.101.65.140,10.0.2.15,443,35910,TCP,...APRSF,0,0,11,4677,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,Twitter,Edge/CDN,
16/10/2022 21:33,16/10/2022 21:33,0.187,10.0.2.15,151.101.65.140,35922,443,TCP,...APRSF,0,0,11,1252,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,Twitter,Edge/CDN,
16/10/2022 21:33,16/10/2022 21:33,0.187,151.101.65.140,10.0.2.15,443,35922,TCP,...AP.S.,0,0,10,4684,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,Twitter,Edge/CDN,
16/10/2022 21:33,16/10/2022 21:33,0.066,10.0.2.15,151.101.1.140,54058,443,TCP,...APRSF,0,0,10,1212,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,Twitter,Edge/CDN,
16/10/2022 21:33,16/10/2022 21:33,0.066,151.101.1.140,10.0.2.15,443,54058,TCP,...AP.S.,0,0,9,4610,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,Twitter,Edge/CDN,
16/10/2022 21:32,16/10/2022 21:33,58.944,10.0.2.15,104.244.42.129,58312,443,TCP,...APRSF,0,0,43,4405,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,Twitter,Twitter,
16/10/2022 21:32,16/10/2022 21:33,58.944,104.244.42.129,10.0.2.15,443,58312,TCP,...APRSF,0,0,44,153095,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:32,16/10/2022 21:33,57.982,10.0.2.15,152.199.21.141,36382,443,TCP,...APRSF,0,0,416,34930,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:32,16/10/2022 21:33,57.982,152.199.21.141,10.0.2.15,443,36382,TCP,...APRSF,0,0,460,3752200,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:32,16/10/2022 21:33,57.291,10.0.2.15,152.199.21.141,36418,443,TCP,...APRSF,0,0,19,1942,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:32,16/10/2022 21:33,57.291,152.199.21.141,10.0.2.15,443,36418,TCP,...AP.S.,0,0,21,59704,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:32,16/10/2022 21:33,55.399,10.0.2.15,104.244.42.130,43456,443,TCP,...APRSF,0,0,36,9474,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:32,16/10/2022 21:33,55.399,104.244.42.130,10.0.2.15,443,43456,TCP,...APRSF,0,0,36,7039,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:32,16/10/2022 21:33,55.386,10.0.2.15,104.244.42.130,43470,443,TCP,...APRSF,0,0,19,2246,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:32,16/10/2022 21:33,55.386,104.244.42.130,10.0.2.15,443,43470,TCP,...APRSF,0,0,19,5797,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:32,16/10/2022 21:33,51.791,10.0.2.15,23.223.97.111,44950,443,TCP,...APRSF,0,0,20,1952,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,Akamai
16/10/2022 21:32,16/10/2022 21:33,51.791,23.223.97.111,10.0.2.15,443,44950,TCP,...AP.S.,0,0,19,24706,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:32,16/10/2022 21:33,37.79,10.0.2.15,162.219.224.115,52396,443,TCP,...APRSF,0,0,62,8593,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:32,16/10/2022 21:33,37.79,162.219.224.115,10.0.2.15,443,52396,TCP,...APRSF,0,0,64,150874,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:32,16/10/2022 21:33,37.388,10.0.2.15,151.101.65.16,35262,443,TCP,...APRSF,0,0,451,41363,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:32,16/10/2022 21:33,37.388,151.101.65.16,10.0.2.15,443,35262,TCP,...APRSF,0,0,512,4535559,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:32,16/10/2022 21:33,25.093,10.0.2.15,151.101.65.140,34900,443,TCP,...APRSF,0,0,134,18151,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:32,16/10/2022 21:33,25.093,151.101.65.140,10.0.2.15,443,34900,TCP,...AP.S.,0,0,135,829832,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:32,16/10/2022 21:33,23.088,10.0.2.15,151.101.129.140,45594,443,TCP,...APRSF,0,0,290,22118,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:32,16/10/2022 21:33,23.088,151.101.129.140,10.0.2.15,443,45594,TCP,...AP.S.,0,0,310,2811641,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:32,16/10/2022 21:33,20.278,10.0.2.15,151.101.193.140,44888,443,TCP,...APRSF,0,0,169,10543,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:32,16/10/2022 21:33,20.278,151.101.193.140,10.0.2.15,443,44888,TCP,...AP.S.,0,0,182,2052477,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:32,16/10/2022 21:33,20.212,10.0.2.15,151.101.65.140,34928,443,TCP,...APRSF,0,0,110,8741,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:32,16/10/2022 21:33,20.212,151.101.65.140,10.0.2.15,443,34928,TCP,...AP.S.,0,0,115,918702,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:32,16/10/2022 21:33,11.378,10.0.2.15,151.101.129.140,58314,443,TCP,...APRSF,0,0,77,67667,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:32,16/10/2022 21:33,11.378,151.101.129.140,10.0.2.15,443,58314,TCP,...AP.S.,0,0,108,22011,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:33,16/10/2022 21:33,7.678,10.0.2.15,151.101.1.140,54806,443,TCP,...APRSF,0,0,50,3792,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:33,16/10/2022 21:33,7.678,151.101.1.140,10.0.2.15,443,54806,TCP,...AP.S.,0,0,52,328205,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:33,16/10/2022 21:33,0.181,10.0.2.15,54.149.28.179,50232,443,TCP,...APR.F,0,0,5,266,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:33,16/10/2022 21:33,0.181,54.149.28.179,10.0.2.15,443,50232,TCP,...APR.F,0,0,6,332,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,36:01.1,,,
16/10/2022 21:32,16/10/2022 21:32,0.018,1.1.1.1,10.0.2.15,53,58640,UDP,........,0,0,2,202,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,38:01.2,,,
16/10/2022 21:32,16/10/2022 21:32,0.018,10.0.2.15,1.1.1.1,58640,53,UDP,........,0,0,2,114,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,38:01.2,,,
16/10/2022 21:32,16/10/2022 21:32,0.017,1.1.1.1,10.0.2.15,53,60367,UDP,........,0,0,2,240,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,38:01.2,,,
16/10/2022 21:32,16/10/2022 21:32,0.017,10.0.2.15,1.1.1.1,60367,53,UDP,........,0,0,2,118,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,38:01.2,,,
16/10/2022 21:32,16/10/2022 21:32,0.096,10.0.2.15,152.199.21.141,36390,443,TCP,...AP.SF,0,0,9,1188,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,38:01.2,,,
16/10/2022 21:32,16/10/2022 21:32,0.096,152.199.21.141,10.0.2.15,443,36390,TCP,...AP.SF,0,0,10,5141,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,38:01.2,,,
16/10/2022 21:32,16/10/2022 21:32,0.02,1.1.1.1,10.0.2.15,53,55456,UDP,........,0,0,2,273,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,38:01.2,,,
16/10/2022 21:32,16/10/2022 21:32,0.02,10.0.2.15,1.1.1.1,55456,53,UDP,........,0,0,2,118,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,38:01.2,,,
16/10/2022 21:32,16/10/2022 21:32,0.033,1.1.1.1,10.0.2.15,53,33972,UDP,........,0,0,1,89,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,38:01.2,,,
16/10/2022 21:32,16/10/2022 21:32,0.033,10.0.2.15,1.1.1.1,33972,53,UDP,........,0,0,1,73,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,38:01.2,,,
16/10/2022 21:32,16/10/2022 21:32,0.12,10.0.2.15,142.250.201.74,39634,443,TCP,...AP.SF,0,0,11,1897,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,38:01.2,,,
16/10/2022 21:32,16/10/2022 21:32,0.12,142.250.201.74,10.0.2.15,443,39634,TCP,...AP.SF,0,0,11,1773,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,38:01.2,,,
16/10/2022 21:32,16/10/2022 21:32,0.018,1.1.1.1,10.0.2.15,53,49490,UDP,........,0,0,2,256,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,38:01.2,,,
16/10/2022 21:32,16/10/2022 21:32,0.018,10.0.2.15,1.1.1.1,49490,53,UDP,........,0,0,2,122,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,38:01.2,,,
16/10/2022 21:32,16/10/2022 21:32,0.017,1.1.1.1,10.0.2.15,53,42810,UDP,........,0,0,2,174,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,38:01.2,,,
16/10/2022 21:32,16/10/2022 21:32,0.017,10.0.2.15,1.1.1.1,42810,53,UDP,........,0,0,2,130,0,0,0,0,0,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0,0,0,127.0.0.1,0/0,1,38:01.2,,,
